customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_13-24 months,TenureGroup_25-36 months,TenureGroup_37-48 months,TenureGroup_49-60 months,TenureGroup_61-72 months
4568-KNYWR,0,0,0,0,52,1,No,Yes,Yes,No,No,Yes,No,1,63.25,3342.45,0,64.27788461538461,0,1,0,0,1,0,0,0,0,0,1,0
8752-IMQOS,0,0,1,1,5,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.1,85.1,0,17.02,1,0,0,1,0,0,1,0,0,0,0,0
0742-LAFQK,0,0,1,0,72,1,Yes,Yes,Yes,Yes,No,No,Yes,1,99.15,7422.1,0,103.08472222222223,0,1,1,0,0,1,0,0,0,0,0,1
0795-LAFGP,0,0,1,1,71,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,90.4,6668.05,0,93.91619718309859,0,1,0,0,0,1,0,0,0,0,0,1
0619-OLYUR,0,0,1,0,72,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,111.9,8071.05,0,112.09791666666666,0,1,1,0,1,0,0,0,0,0,0,1
5512-IDZEI,0,0,1,1,46,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.9,1174.8,0,25.539130434782606,1,0,0,1,0,1,0,0,0,1,0,0
0459-SPZHJ,0,0,1,1,63,1,Yes,Yes,Yes,Yes,No,Yes,Yes,0,83.5,5435.0,0,86.26984126984127,0,1,0,0,1,0,0,0,0,0,0,1
0215-BQKGS,0,0,0,0,30,1,No,Yes,Yes,Yes,No,No,No,1,84.3,2438.6,0,81.28666666666666,0,0,1,0,1,0,0,0,1,0,0,0
9244-ZVAPM,0,0,0,0,1,1,No,No,No,No,No,No,No,0,45.6,45.6,0,45.6,0,0,0,0,0,0,1,0,0,0,0,0
0719-SYFRB,1,0,0,0,12,1,Yes,Yes,No,Yes,Yes,No,No,1,61.65,713.75,1,59.479166666666664,0,0,0,0,0,0,1,0,0,0,0,0
8208-EUMTE,0,0,0,0,16,0,No phone service,Yes,Yes,Yes,Yes,Yes,No,0,54.85,916.15,0,57.259375,0,1,0,0,0,0,1,1,0,0,0,0
5172-MIGPM,0,0,0,0,4,1,Yes,No,No,No,Yes,No,Yes,0,65.55,237.2,0,59.3,0,0,0,0,0,0,1,0,0,0,0,0
1710-RCXUS,0,0,1,0,51,1,Yes,No,Yes,No,No,No,Yes,1,90.35,4614.55,0,90.48137254901961,1,0,1,0,1,0,0,0,0,0,1,0
0374-FIUCA,0,0,1,0,65,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.4,1414.45,0,21.76076923076923,0,1,0,1,1,0,0,0,0,0,0,1
5839-SUYVZ,0,0,0,0,16,1,No,No,No,No,Yes,No,No,1,74.55,1170.5,0,73.15625,0,0,1,0,1,0,0,1,0,0,0,0
5173-ZXXXL,0,0,0,0,2,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.95,47.7,0,23.85,1,0,0,1,0,0,1,0,0,0,0,0
1096-ADRUX,1,0,1,1,66,1,Yes,No,No,No,No,No,No,1,74.25,4859.25,0,73.625,1,0,1,0,0,0,0,0,0,0,0,1
2001-MCUUW,0,0,0,0,46,1,Yes,No,Yes,Yes,Yes,Yes,Yes,0,108.65,4903.2,0,106.59130434782608,0,1,1,0,0,1,0,0,0,1,0,0
2731-GJRDG,1,0,0,0,32,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,109.55,3608.0,0,112.75,1,0,1,0,0,0,0,0,1,0,0,0
4723-BEGSG,0,0,1,0,72,1,Yes,Yes,No,Yes,Yes,Yes,Yes,0,86.65,6094.25,0,84.64236111111111,0,1,0,0,1,0,0,0,0,0,0,1
6516-NKQBO,0,0,1,1,38,1,No,Yes,No,Yes,Yes,Yes,Yes,0,81.0,3084.9,0,81.18157894736842,0,1,0,0,1,0,0,0,0,1,0,0
8672-OAUPW,0,0,0,1,51,1,No,No,No,No,Yes,No,No,0,47.85,2356.75,0,46.21078431372549,1,0,0,0,1,0,0,0,0,0,1,0
8207-DMRVL,0,0,1,1,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,114.55,8306.05,0,115.36180555555555,0,1,1,0,0,0,0,0,0,0,0,1
3419-SNJJD,1,1,1,0,65,1,Yes,Yes,No,Yes,No,Yes,Yes,0,105.25,6786.4,1,104.40615384615384,0,0,1,0,0,0,0,0,0,0,0,1
6543-CPZMK,0,0,1,1,9,0,No phone service,No,Yes,No,No,No,No,1,29.95,248.95,1,27.66111111111111,0,0,0,0,0,1,0,0,0,0,0,0
4765-OXPPD,1,0,1,1,9,1,No,Yes,Yes,Yes,Yes,No,No,0,65.0,663.05,1,73.67222222222222,0,0,0,0,0,0,1,0,0,0,0,0
2804-ETQDK,0,0,0,1,66,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.55,1357.1,0,20.562121212121212,0,1,0,1,0,0,1,0,0,0,0,1
6689-VRRTK,1,1,0,0,44,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,109.8,4860.35,0,110.4625,1,0,1,0,1,0,0,0,0,1,0,0
7138-GIRSH,0,0,0,0,50,1,Yes,No,No,Yes,Yes,No,Yes,0,69.5,3418.2,0,68.36399999999999,0,1,0,0,0,0,0,0,0,0,1,0
9396-ZSFLL,1,0,0,0,15,1,Yes,No,No,No,No,No,No,0,48.85,631.4,0,42.093333333333334,0,0,0,0,0,0,1,1,0,0,0,0
6464-KEXXH,0,0,0,0,8,0,No phone service,No,No,No,No,No,No,1,25.25,186.3,0,23.2875,0,0,0,0,1,0,0,0,0,0,0,0
7134-MJPDY,1,1,0,0,66,1,Yes,No,No,Yes,Yes,Yes,Yes,1,102.85,6976.75,0,105.70833333333333,1,0,1,0,1,0,0,0,0,0,0,1
5240-CAOYT,1,0,0,0,57,1,Yes,Yes,Yes,No,Yes,No,No,1,87.55,4884.85,0,85.69912280701755,0,0,1,0,0,0,0,0,0,0,1,0
4059-IIEBK,1,0,0,0,7,1,Yes,No,Yes,No,No,No,No,1,78.55,522.95,0,74.70714285714287,0,0,1,0,0,0,0,0,0,0,0,0
4881-JVQOD,0,1,1,1,10,0,No phone service,No,No,No,No,No,Yes,1,34.55,362.6,0,36.260000000000005,0,0,0,0,0,0,0,0,0,0,0,0
0516-UXRMT,1,0,0,0,62,1,Yes,Yes,Yes,Yes,No,No,No,1,92.05,5755.8,0,92.83548387096775,1,0,1,0,0,1,0,0,0,0,0,1
4851-BQDNX,0,0,1,1,40,1,No,No,No,Yes,No,Yes,No,1,85.05,3355.65,0,83.89125,1,0,1,0,0,1,0,0,0,1,0,0
5148-HKFIR,1,0,0,0,20,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.7,406.95,0,20.3475,0,1,0,1,0,0,1,1,0,0,0,0
1009-IRMNA,1,0,0,0,7,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.0,137.6,1,19.657142857142855,0,0,0,1,0,0,0,0,0,0,0,0
3003-CMDUU,1,0,1,0,25,1,No,No,No,No,Yes,Yes,Yes,1,95.15,2395.7,0,95.82799999999999,0,0,1,0,0,1,0,0,1,0,0,0
5016-IBERQ,0,0,1,0,23,1,Yes,No,Yes,Yes,No,No,No,0,84.25,1968.1,0,85.5695652173913,0,0,1,0,0,1,0,1,0,0,0,0
6797-UCJHZ,1,1,1,0,66,1,Yes,No,Yes,Yes,No,Yes,Yes,0,104.6,6819.45,0,103.325,1,0,1,0,1,0,0,0,0,0,0,1
2469-DTSGX,1,1,0,0,72,1,Yes,No,Yes,Yes,Yes,Yes,Yes,0,111.65,7943.45,0,110.32569444444444,0,1,1,0,0,1,0,0,0,0,0,1
4554-YGZIH,0,1,1,0,49,1,Yes,No,Yes,No,No,No,Yes,0,90.05,4547.25,1,92.80102040816327,0,0,1,0,1,0,0,0,0,0,1,0
5099-BAILX,0,1,1,1,43,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,110.75,4687.9,1,109.02093023255813,0,0,1,0,0,0,0,0,0,1,0,0
9931-KGHOA,1,0,1,0,46,1,Yes,Yes,No,No,No,No,No,0,55.0,2473.95,0,53.78152173913043,0,0,0,0,0,0,0,0,0,1,0,0
1775-KWJKQ,0,0,1,1,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,89.85,6562.9,0,91.15138888888889,0,1,0,0,1,0,0,0,0,0,0,1
7665-VIGUD,0,0,0,0,10,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.35,176.3,0,17.630000000000003,1,0,0,1,0,0,1,0,0,0,0,0
9411-TPQQV,1,0,0,0,40,0,No phone service,Yes,No,No,Yes,Yes,Yes,1,54.55,2236.2,0,55.904999999999994,1,0,0,0,0,0,0,0,0,1,0,0
7207-RMRDB,1,0,1,1,65,1,Yes,No,Yes,Yes,No,Yes,Yes,1,105.5,6985.65,1,107.47153846153846,0,0,1,0,0,1,0,0,0,0,0,1
7954-MLBUN,0,0,0,0,31,1,No,No,No,Yes,Yes,Yes,Yes,0,99.45,3109.9,0,100.31935483870969,0,1,1,0,0,0,0,0,1,0,0,0
2077-DDHJK,1,0,1,0,68,1,Yes,Yes,Yes,Yes,Yes,No,No,0,70.9,4911.35,0,72.22573529411765,0,1,0,0,1,0,0,0,0,0,0,1
4913-EHYUI,0,1,1,1,56,1,Yes,Yes,No,Yes,No,Yes,Yes,1,104.55,5794.65,1,103.47589285714285,1,0,1,0,0,0,0,0,0,0,1,0
0195-IESCP,0,0,1,0,10,1,Yes,No,No,No,No,No,Yes,1,85.25,855.3,1,85.53,0,0,1,0,0,1,0,0,0,0,0,0
9574-BOSMD,0,0,1,1,68,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.4,1620.2,0,23.826470588235296,0,1,0,1,0,0,0,0,0,0,0,1
4580-TMHJU,1,0,1,1,43,1,No,No,No,No,No,Yes,No,0,56.15,2499.3,1,58.12325581395349,0,0,0,0,0,1,0,0,0,1,0,0
0970-ETWGE,0,0,0,0,1,1,No,No,No,No,No,Yes,Yes,1,89.55,89.55,1,89.55,0,0,1,0,0,1,0,0,0,0,0,0
4908-XAXAY,1,1,0,0,49,1,No,No,Yes,Yes,No,No,Yes,1,89.85,4287.2,0,87.4938775510204,1,0,1,0,0,0,0,0,0,0,1,0
8404-VLQFB,1,0,1,1,15,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,25.25,394.85,0,26.323333333333334,0,0,0,1,0,1,0,1,0,0,0,0
1626-ERCMM,0,1,1,0,20,1,Yes,No,No,No,No,Yes,Yes,1,94.55,1899.65,1,94.9825,0,0,1,0,0,1,0,1,0,0,0,0
0887-HJGAR,0,0,0,0,1,1,No,No,No,No,No,No,No,1,45.7,45.7,1,45.7,0,0,0,0,0,0,1,0,0,0,0,0
2391-IPLOP,0,0,1,1,50,1,Yes,No,No,Yes,Yes,Yes,No,1,69.65,3442.15,0,68.843,1,0,0,0,0,1,0,0,0,0,1,0
5644-PDMZC,1,1,0,0,2,1,Yes,No,Yes,No,No,No,Yes,0,89.5,161.5,1,80.75,0,0,1,0,0,1,0,0,0,0,0,0
3509-GWQGF,0,1,0,0,24,1,No,No,No,No,No,No,No,0,70.0,1732.6,0,72.19166666666666,0,0,1,0,1,0,0,1,0,0,0,0
9576-ANLXO,1,0,0,0,3,1,No,No,No,No,No,No,No,1,69.55,222.3,1,74.10000000000001,0,0,1,0,0,0,0,0,0,0,0,0
2024-BASKD,1,0,0,0,1,1,No,No,No,Yes,No,No,No,1,74.6,74.6,1,74.6,0,0,1,0,0,0,1,0,0,0,0,0
5845-BZZIB,0,0,1,1,35,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.1,655.3,0,18.72285714285714,0,1,0,1,0,0,1,0,1,0,0,0
1140-UKVZG,1,0,0,0,17,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.8,475.25,0,27.955882352941178,0,0,0,1,0,0,1,1,0,0,0,0
4160-AMJTL,1,1,0,0,8,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.65,164.3,1,20.5375,0,0,0,1,0,1,0,0,0,0,0,0
5183-SNMJQ,0,0,0,0,10,1,No,No,No,No,Yes,Yes,Yes,1,95.1,865.1,0,86.51,0,0,1,0,1,0,0,0,0,0,0,0
8100-PNJMH,0,0,1,1,68,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,88.85,6132.7,0,90.18676470588235,0,1,0,0,1,0,0,0,0,0,0,1
7838-LAZFO,0,0,1,0,45,1,No,Yes,Yes,Yes,No,Yes,Yes,0,78.8,3597.5,0,79.94444444444444,1,0,0,0,0,0,0,0,0,1,0,0
4464-JCOLN,0,0,1,1,2,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.85,35.9,1,17.95,1,0,0,1,0,0,1,0,0,0,0,0
2085-JVGAD,0,0,1,0,37,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.35,697.65,0,18.855405405405406,0,0,0,1,0,0,0,0,0,1,0,0
5650-VDUDS,1,0,0,0,4,0,No phone service,No,No,No,No,No,No,1,24.25,96.05,1,24.0125,0,0,0,0,0,0,1,0,0,0,0,0
8095-WANWK,1,0,0,0,10,1,No,No,No,No,No,No,No,0,45.25,428.7,0,42.87,0,0,0,0,0,0,1,0,0,0,0,0
3030-ZKIWL,0,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.05,20.05,0,20.05,0,0,0,1,0,0,1,0,0,0,0,0
9565-FLVCG,0,0,1,1,65,1,Yes,Yes,Yes,No,No,No,Yes,1,69.55,4459.15,0,68.60230769230769,0,1,0,0,0,0,1,0,0,0,0,1
8755-OGKNA,1,0,1,1,57,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.5,1167.6,0,20.48421052631579,0,1,0,1,0,0,0,0,0,0,1,0
2800-VEQXM,1,0,0,0,3,1,No,No,No,Yes,No,No,No,1,74.75,238.1,0,79.36666666666666,0,0,1,0,0,0,1,0,0,0,0,0
7538-GWHML,1,0,0,0,2,1,No,No,No,No,No,No,No,0,69.65,145.15,1,72.575,0,0,1,0,0,1,0,0,0,0,0,0
5533-RJFTJ,0,0,0,0,49,0,No phone service,No,No,Yes,No,No,No,1,30.2,1453.1,0,29.655102040816324,0,0,0,0,0,0,0,0,0,0,1,0
3859-CVCET,1,0,0,0,4,1,No,No,No,No,No,No,No,0,45.65,191.05,1,47.7625,0,0,0,0,0,0,1,0,0,0,0,0
0214-JHPFW,1,0,1,0,70,0,No phone service,No,Yes,Yes,Yes,Yes,Yes,0,57.8,4039.3,0,57.70428571428572,0,1,0,0,0,0,0,0,0,0,0,1
5642-MHDQT,1,0,1,1,53,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.85,1039.45,0,19.612264150943396,1,0,0,1,0,0,0,0,0,0,1,0
3088-FVYWK,0,0,1,1,53,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.55,1336.1,0,25.20943396226415,0,1,0,1,1,0,0,0,0,0,1,0
3276-HDUEG,1,0,0,0,1,1,Yes,No,No,No,No,No,No,1,75.05,75.05,1,75.05,0,0,1,0,0,0,1,0,0,0,0,0
9092-GDZKO,0,0,0,0,22,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,24.85,493.4,0,22.427272727272726,0,0,0,1,1,0,0,1,0,0,0,0
0823-HSCDJ,0,1,0,0,52,0,No phone service,No,Yes,No,No,Yes,Yes,1,49.15,2550.9,1,49.05576923076923,0,0,0,0,0,1,0,0,0,0,1,0
3729-OWRVL,0,1,0,0,65,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,110.35,7246.15,0,111.47923076923077,0,1,1,0,0,1,0,0,0,0,0,1
2324-AALNO,1,0,0,0,48,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.55,1203.95,0,25.082291666666666,1,0,0,1,0,0,0,0,0,1,0,0
0822-GAVAP,1,0,0,0,2,0,No phone service,No,No,No,No,No,Yes,1,34.7,62.25,1,31.125,0,0,0,0,0,1,0,0,0,0,0,0
5760-IFJOZ,0,0,0,0,3,1,Yes,No,Yes,Yes,No,Yes,Yes,0,107.95,313.6,0,104.53333333333335,0,0,1,0,0,0,1,0,0,0,0,0
2826-UWHIS,0,0,1,0,45,1,Yes,No,Yes,No,No,No,No,0,81.4,3775.85,0,83.90777777777778,0,0,1,0,0,0,0,0,0,1,0,0
1448-PWKYE,0,0,1,1,1,1,No,No,No,No,No,No,Yes,0,80.0,80.0,1,80.0,0,0,1,0,0,1,0,0,0,0,0,0
7501-IWUNG,1,0,1,1,61,1,No,No,No,Yes,Yes,Yes,Yes,1,73.8,4616.05,0,75.67295081967214,0,1,0,0,0,0,0,0,0,0,0,1
4957-TREIR,0,0,0,0,3,1,No,Yes,No,No,Yes,Yes,No,1,64.4,195.65,0,65.21666666666667,0,0,0,0,1,0,0,0,0,0,0,0
7251-LJBQN,1,1,0,0,40,1,Yes,No,No,Yes,Yes,Yes,Yes,1,103.75,4188.4,0,104.71,1,0,1,0,1,0,0,0,0,1,0,0
8040-MNRTF,1,0,0,0,1,1,No,No,No,No,No,No,No,0,71.1,71.1,0,71.1,0,0,1,0,0,0,1,0,0,0,0,0
1536-HBSWP,1,0,0,0,1,1,No,No,No,No,Yes,No,No,1,49.9,49.9,0,49.9,0,0,0,0,0,1,0,0,0,0,0,0
5313-FPXWG,0,0,0,0,51,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,24.6,1266.4,0,24.83137254901961,1,0,0,1,0,0,0,0,0,0,1,0
0067-DKWBL,0,1,0,0,2,1,No,Yes,No,No,No,No,No,1,49.25,91.1,1,45.55,0,0,0,0,0,1,0,0,0,0,0,0
0946-FKYTX,0,0,0,0,52,0,No phone service,No,Yes,No,No,No,No,0,30.1,1623.4,0,31.21923076923077,1,0,0,0,0,0,1,0,0,0,1,0
5076-YVXCM,0,0,0,0,51,1,Yes,No,No,No,No,No,Yes,0,83.4,4149.45,0,81.36176470588235,0,0,1,0,0,0,0,0,0,0,1,0
8262-COGGB,0,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.45,20.45,0,20.45,0,0,0,1,0,0,1,0,0,0,0,0
6663-JOCQO,0,0,1,1,31,1,Yes,Yes,Yes,No,Yes,No,Yes,1,75.25,2344.5,0,75.62903225806451,1,0,0,0,0,0,0,0,1,0,0,0
9620-QJREV,0,0,0,1,47,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.55,1013.05,0,21.554255319148936,1,0,0,1,1,0,0,0,0,1,0,0
2276-YDAVZ,1,0,0,0,3,1,Yes,No,No,No,No,No,No,1,75.1,270.7,1,90.23333333333333,0,0,1,0,1,0,0,0,0,0,0,0
2682-KEVRP,1,1,0,0,22,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.05,417.0,0,18.954545454545453,1,0,0,1,0,0,1,1,0,0,0,0
2480-JZOSN,1,0,1,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.65,20.65,0,20.65,0,0,0,1,0,0,1,0,0,0,0,0
0078-XZMHT,0,0,1,0,72,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,85.15,6316.2,0,87.725,0,1,0,0,0,0,0,0,0,0,0,1
5896-NPFWW,0,0,1,1,3,1,No,No,No,Yes,No,No,No,1,50.15,168.15,1,56.050000000000004,0,0,0,0,0,1,0,0,0,0,0,0
9978-HYCIN,0,1,1,1,47,1,No,No,Yes,No,No,Yes,No,1,84.95,4018.05,0,85.4904255319149,1,0,1,0,0,0,0,0,0,1,0,0
8338-QIUNR,0,0,1,1,72,1,Yes,Yes,No,Yes,Yes,No,No,1,66.5,4811.6,0,66.82777777777778,0,1,0,0,1,0,0,0,0,0,0,1
1525-LNLOJ,0,0,1,1,66,1,Yes,No,No,Yes,No,Yes,No,1,63.3,4189.7,0,63.48030303030303,0,1,0,0,0,0,0,0,0,0,0,1
9450-TRJUU,0,0,0,0,35,1,Yes,No,No,No,No,Yes,No,0,83.15,2848.45,0,81.38428571428571,0,0,1,0,0,1,0,0,1,0,0,0
1766-GKNMI,0,0,0,0,29,1,Yes,No,No,No,No,No,Yes,1,84.9,2516.2,0,86.7655172413793,0,0,1,0,0,1,0,0,1,0,0,0
6942-LBFDP,1,0,0,0,2,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.55,33.6,0,16.8,0,0,0,1,0,0,1,0,0,0,0,0
1456-TWCGB,0,0,0,0,4,1,No,No,Yes,No,No,No,No,0,49.25,208.45,0,52.1125,0,0,0,0,0,0,1,0,0,0,0,0
7133-VBDCG,1,0,0,0,25,1,No,Yes,Yes,No,No,No,No,1,79.85,2015.35,1,80.61399999999999,0,0,1,0,0,0,0,0,1,0,0,0
7596-ZYWBB,1,0,0,0,65,1,No,Yes,Yes,No,Yes,No,No,1,59.6,3739.8,0,57.535384615384615,0,1,0,0,0,0,1,0,0,0,0,1
8329-UTMVM,0,1,0,0,27,1,Yes,No,Yes,No,Yes,Yes,Yes,1,104.65,2964.0,0,109.77777777777777,1,0,1,0,0,0,0,0,1,0,0,0
3014-WJKSM,0,0,1,0,29,1,No,No,No,Yes,No,No,No,1,75.3,2263.4,0,78.04827586206896,0,0,1,0,1,0,0,0,1,0,0,0
3347-YJZZE,0,0,1,1,29,1,Yes,No,Yes,Yes,No,Yes,Yes,0,80.1,2211.8,0,76.26896551724138,0,0,0,0,1,0,0,0,1,0,0,0
1029-QFBEN,0,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.55,19.55,1,19.55,0,0,0,1,0,0,1,0,0,0,0,0
7929-DMBCV,1,0,1,0,20,1,No,No,No,Yes,Yes,No,No,1,81.0,1683.7,0,84.185,0,0,1,0,0,0,1,1,0,0,0,0
9661-JALZV,1,0,0,0,58,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,24.7,1519.0,0,26.189655172413794,0,1,0,1,1,0,0,0,0,0,1,0
5433-KYGHE,1,0,0,1,14,1,Yes,Yes,No,No,Yes,No,No,1,86.0,1164.05,0,83.14642857142857,0,0,1,0,0,0,1,1,0,0,0,0
4312-KFRXN,0,0,1,0,72,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.4,1710.9,0,23.762500000000003,0,1,0,1,0,0,1,0,0,0,0,1
5575-TPIZQ,0,0,0,0,46,1,Yes,Yes,No,No,No,Yes,No,1,89.15,4245.55,0,92.29456521739131,0,0,1,0,1,0,0,0,0,1,0,0
0114-IGABW,1,0,1,0,71,0,No phone service,No,Yes,Yes,Yes,Yes,Yes,0,58.25,4145.9,0,58.39295774647887,0,1,0,0,0,0,0,0,0,0,0,1
9944-AEXBM,0,0,0,0,32,1,Yes,No,No,No,No,No,Yes,1,85.65,2664.3,0,83.259375,0,0,1,0,0,0,0,0,1,0,0,0
1853-ARAAQ,1,0,0,0,26,0,No phone service,No,No,Yes,No,Yes,Yes,1,50.35,1277.5,0,49.13461538461539,0,0,0,0,1,0,0,0,1,0,0,0
6952-OMNWB,0,1,1,0,68,1,Yes,No,No,Yes,No,No,No,1,80.35,5589.3,0,82.19558823529412,0,0,1,0,1,0,0,0,0,0,0,1
4697-LUPSU,0,0,1,1,2,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.2,34.75,0,17.375,1,0,0,1,0,0,1,0,0,0,0,0
8434-VGEQQ,0,0,1,1,61,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.55,1305.95,0,21.409016393442624,0,1,0,1,1,0,0,0,0,0,0,1
4952-YSOGZ,1,0,1,1,4,1,Yes,No,No,No,No,No,Yes,1,85.95,381.3,1,95.325,0,0,1,0,0,1,0,0,0,0,0,0
1589-AGTLK,0,0,0,0,3,1,No,No,No,No,No,No,No,1,45.35,141.5,1,47.166666666666664,0,0,0,0,0,1,0,0,0,0,0,0
5244-IRFIH,0,1,1,0,33,1,Yes,No,No,No,No,Yes,Yes,1,94.5,3105.55,1,94.10757575757576,0,0,1,0,0,1,0,0,1,0,0,0
6549-YMFAW,0,1,1,0,9,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,21.25,204.55,0,22.727777777777778,0,0,0,1,0,0,1,0,0,0,0,0
4950-HKQTE,1,0,0,0,22,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,26.25,605.9,0,27.54090909090909,0,1,0,1,0,0,1,1,0,0,0,0
6786-OBWQR,1,0,1,1,5,1,No,No,No,No,No,Yes,No,1,80.85,356.1,0,71.22,0,0,1,0,0,1,0,0,0,0,0,0
2684-EIWEO,1,1,0,0,30,1,Yes,Yes,Yes,Yes,No,No,No,0,91.7,2758.15,1,91.93833333333333,0,0,1,0,1,0,0,0,1,0,0,0
2753-JMMCV,0,0,0,0,65,1,Yes,No,Yes,Yes,Yes,No,Yes,1,74.2,4805.65,0,73.93307692307691,0,1,0,0,1,0,0,0,0,0,0,1
6439-GTPCA,1,0,0,0,45,1,Yes,No,No,Yes,Yes,No,No,1,87.25,3941.7,1,87.59333333333333,0,0,1,0,0,1,0,0,0,1,0,0
6621-YOBKI,0,0,0,0,5,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.35,92.75,0,18.55,0,0,0,1,0,0,1,0,0,0,0,0
1216-JWVUX,0,0,1,1,25,1,No,No,Yes,No,No,No,No,1,75.5,1901.05,0,76.042,0,0,1,0,0,1,0,0,1,0,0,0
7564-GHCVB,1,0,1,1,72,1,Yes,Yes,No,No,No,No,No,0,79.05,5730.7,0,79.59305555555555,0,1,1,0,0,0,0,0,0,0,0,1
1173-NOEYG,1,0,1,0,27,1,Yes,No,No,Yes,No,No,Yes,0,90.15,2423.4,0,89.75555555555556,0,0,1,0,0,0,0,0,1,0,0,0
7595-EHCDL,0,0,1,1,32,0,No phone service,No,No,Yes,No,Yes,Yes,0,50.6,1653.45,0,51.6703125,0,0,0,0,1,0,0,0,1,0,0,0
6647-ZEDXT,1,0,0,0,30,1,Yes,No,Yes,Yes,Yes,Yes,Yes,0,110.45,3327.05,0,110.90166666666667,1,0,1,0,1,0,0,0,1,0,0,0
2521-NPUZR,0,0,1,0,70,1,No,Yes,Yes,Yes,Yes,No,Yes,0,101.0,7085.5,0,101.22142857142858,0,1,1,0,1,0,0,0,0,0,0,1
1307-TVUFB,0,1,0,0,42,1,Yes,No,Yes,No,No,No,No,1,79.35,3344.1,0,79.62142857142857,0,0,1,0,0,0,0,0,0,1,0,0
7503-MIOGA,1,1,1,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,89.85,6697.35,0,93.01875000000001,0,1,0,0,0,0,0,0,0,0,0,1
4381-MHQDC,1,0,0,0,47,1,Yes,Yes,No,Yes,Yes,No,No,1,65.0,2879.9,0,61.274468085106385,0,1,0,0,0,0,1,0,0,1,0,0
6923-JHPMP,1,0,0,0,2,1,No,Yes,No,Yes,No,No,No,1,80.45,137.1,0,68.55,0,0,1,0,0,1,0,0,0,0,0,0
